10;399.598;399.598;399.598
20;402.061;402.066;402.069
30;404.5;404.512;404.522
40;406.76;406.784;406.803
50;408.795;408.829;408.857
60;410.757;410.801;410.838
70;412.634;412.69;412.739
80;414.344;414.411;414.469
90;415.993;416.072;416.14
100;417.501;417.594;417.674
110;418.861;418.965;419.056
120;420.162;420.275;420.375
130;421.396;421.515;421.621
140;422.542;422.666;422.778
150;423.646;423.773;423.89
160;424.632;424.761;424.882
170;425.57;425.7;425.823
180;426.448;426.577;426.701
190;427.278;427.406;427.531
200;428.022;428.148;428.273
210;428.73;428.852;428.976
220;429.388;429.506;429.627
230;429.986;430.098;430.216
240;430.578;430.683;430.796
250;431.135;431.233;431.342
260;431.644;431.736;431.84
270;432.103;432.188;432.287
280;432.568;432.646;432.738
290;432.969;433.04;433.127
300;433.358;433.42;433.5
310;433.747;433.802;433.873
320;434.081;434.128;434.193
330;434.366;434.406;434.464
340;434.64;434.673;434.723
350;434.908;434.931;434.973
360;435.17;435.184;435.216
370;435.404;435.409;435.433
380;435.608;435.603;435.618
390;435.822;435.808;435.814
400;436.001;435.977;435.973
410;436.174;436.14;436.125
420;436.328;436.283;436.258
430;436.466;436.411;436.376
440;436.581;436.514;436.469
450;436.717;436.637;436.58
460;436.845;436.753;436.684
470;436.958;436.852;436.771
480;437.062;436.943;436.85
490;437.152;437.019;436.913
500;437.226;437.081;436.964
510;437.29;437.129;436.998
520;437.358;437.182;437.038
530;437.411;437.219;437.062
540;437.482;437.271;437.1
550;437.524;437.297;437.111
560;437.565;437.319;437.12
570;437.601;437.338;437.125
580;437.633;437.349;437.121
590;437.672;437.369;437.126
600;437.707;437.383;437.124
610;437.735;437.389;437.115
620;437.761;437.391;437.101
630;437.781;437.388;437.082
640;437.798;437.381;437.06
650;437.81;437.369;437.031
660;437.814;437.347;436.993
670;437.819;437.328;436.959
680;437.824;437.306;436.922
690;437.815;437.272;436.873
700;437.808;437.238;436.825
710;437.79;437.192;436.764
720;437.772;437.147;436.705
730;437.758;437.104;436.649
740;437.744;437.065;436.598
750;437.719;437.015;436.537
760;437.692;436.963;436.475
770;437.664;436.911;436.413
780;437.63;436.854;436.349
790;437.599;436.802;436.291
800;437.562;436.745;436.228
810;437.524;436.689;436.17
820;437.488;436.637;436.115
830;437.452;436.587;436.064
840;437.413;436.537;436.016
850;437.378;436.495;435.976
860;437.344;436.457;435.941
870;437.314;436.425;435.915
880;437.285;436.396;435.892
890;437.256;436.371;435.875
900;437.236;436.357;435.867
910;437.22;436.349;435.867
920;437.205;436.344;435.869
930;437.198;436.347;435.88
940;437.193;436.354;435.893
950;437.195;436.365;435.909
960;437.2;436.38;435.926
970;437.209;436.396;435.941
980;437.221;436.411;435.953
990;437.235;436.424;435.958
1000;437.252;436.432;435.951
1010;437.268;436.431;435.928
1020;437.284;436.419;435.886
1030;437.296;436.391;435.817
1040;437.303;436.342;435.715
1050;437.304;436.267;435.567
1060;437.296;436.154;435.358
1070;437.278;436.002;435.084
1080;437.246;435.797;434.72
1090;437.199;435.534;434.259
1100;437.137;435.214;433.699
1110;437.051;434.796;432.971
1120;436.938;434.264;432.05
1130;436.795;433.606;430.912
1140;436.626;432.831;429.574
1150;436.414;431.867;427.917
1160;436.164;430.732;425.977
1170;435.864;429.378;423.68
1180;435.5;427.748;420.945
1190;435.076;425.87;417.839
1200;434.575;423.68;414.272
1210;434.001;421.213;410.333
1220;433.303;418.275;405.745
1230;432.522;415.067;400.853
1240;431.608;411.42;395.44
1250;430.58;407.452;389.721
1260;429.401;403.069;383.593
1270;428.034;398.195;376.994
1280;426.497;392.957;370.137
1290;424.815;387.495;363.224
1300;422.916;381.635;356.054
1310;420.767;375.364;348.645
1320;418.393;368.822;341.165
1330;415.775;362.022;333.643
1340;412.853;354.887;325.999
1350;409.768;347.822;318.666
1360;406.343;340.452;311.229
1370;402.599;332.897;303.809
1380;398.558;325.253;296.485
1390;394.185;317.504;289.237
1400;389.418;309.585;281.985
1410;384.401;301.798;275.012
1420;378.956;293.859;268.019
1430;373.014;285.728;260.97
1440;366.744;277.682;254.097
1450;360.24;269.847;247.496
1460;353.376;262.051;240.992
1470;346.072;254.248;234.551
1480;338.506;246.602;228.281
1490;330.4;238.85;221.961
1500;322.254;231.468;215.971
1510;313.904;224.241;210.109
1520;305.087;216.975;204.228
1530;295.911;209.757;198.388
1540;286.645;202.786;192.744
1550;277.011;195.834;187.105
1560;267.229;189.035;181.568
1570;257.484;182.503;176.229
1580;247.609;176.122;170.992
1590;237.673;169.893;165.845
1600;227.706;163.817;160.79
1610;217.953;158.042;155.955
1620;208.212;152.401;151.187
1630;198.604;146.964;146.549
1640;189.093;141.689;142.004
1650;179.672;136.538;137.514
1660;170.736;131.761;133.307
1670;161.7;126.962;129.016
1680;153.079;122.455;124.931
1690;144.849;118.188;120.995
1700;136.776;114.058;117.113
1710;129.009;110.153;113.366
1720;121.824;106.586;109.842
1730;114.699;103.105;106.262
1740;107.985;99.9567;102.82
1750;101.563;97.1289;99.2738
1760;95.4926;-nan;-nan
1770;-nan;-nan;-nan
