10000;2.52904;3.10905
20000;2.5895;3.13713
30000;2.64756;3.16317
40000;2.70301;3.18723
50000;2.75583;3.20945
60000;2.80596;3.22994
70000;2.85341;3.24883
80000;2.8982;3.26621
90000;2.94033;3.2822
100000;2.97988;3.29687
110000;3.01691;3.31032
120000;3.05145;3.32265
130000;3.0836;3.33392
140000;3.11351;3.34422
150000;3.14126;3.35366
160000;3.16698;3.36229
170000;3.19075;3.37018
180000;3.2127;3.37736
190000;3.23294;3.38393
200000;3.2516;3.3899
210000;3.26874;3.39536
220000;3.2845;3.40033
230000;3.29896;3.40487
240000;3.31222;3.409
250000;3.32437;3.41277
260000;3.3355;3.41619
270000;3.34566;3.41931
280000;3.35496;3.42216
290000;3.36347;3.42474
300000;3.37124;3.42709
310000;3.37834;3.42923
320000;3.38479;3.43118
330000;3.39069;3.43296
340000;3.39607;3.43457
350000;3.40098;3.43605
360000;3.40543;3.43739
370000;3.40949;3.43861
380000;3.41318;3.43973
390000;3.41654;3.44074
400000;3.4196;3.44167
410000;3.42239;3.4425
420000;3.42493;3.44327
430000;3.42723;3.44397
440000;3.42933;3.4446
450000;3.43125;3.44518
460000;3.43299;3.44571
470000;3.43456;3.44619
480000;3.436;3.44663
490000;3.43731;3.44703
