10;401.058;401.057
20;404.857;404.841
30;408.244;408.211
40;411.395;411.345
50;414.211;414.142
60;416.762;416.677
70;419.045;418.938
80;421.124;420.995
90;422.991;422.841
100;424.637;424.469
110;426.066;425.877
120;427.348;427.134
130;428.526;428.284
140;429.56;429.289
150;430.557;430.256
160;431.428;431.101
170;432.198;431.845
180;432.876;432.499
190;433.492;433.091
200;434.042;433.618
210;434.538;434.093
220;434.997;434.531
230;435.403;434.917
240;435.751;435.248
250;436.031;435.508
260;436.288;435.746
270;436.524;435.959
280;436.699;436.111
290;436.86;436.251
300;437.028;436.392
310;437.145;436.482
320;437.255;436.56
330;437.35;436.625
340;437.429;436.672
350;437.496;436.704
360;437.54;436.709
370;437.579;436.708
380;437.604;436.693
390;437.607;436.65
400;437.602;436.595
410;437.567;436.507
420;437.532;436.418
430;437.47;436.297
440;437.379;436.146
450;437.272;435.977
460;437.141;435.784
470;436.988;435.567
480;436.829;435.348
490;436.642;435.101
500;436.425;434.83
510;436.192;434.548
520;435.934;434.243
530;435.657;433.933
540;435.353;433.609
550;435.016;433.266
560;434.656;432.92
570;434.297;432.588
580;433.943;432.276
590;433.583;431.982
600;433.204;431.695
610;432.863;431.456
620;432.535;431.251
630;432.262;431.105
640;432.024;431.002
650;431.844;430.955
660;431.732;430.96
670;431.681;431.001
680;431.697;431.064
690;431.767;431.117
700;431.864;431.121
710;431.973;431.02
720;432.06;430.757
730;432.089;430.241
740;432.023;429.353
750;431.818;427.947
760;431.423;425.782
770;430.771;422.536
780;429.799;417.864
790;428.442;411.449
800;426.544;402.611
810;424.036;391.179
820;420.714;376.668
830;416.476;359.324
840;411.182;339.55
850;404.666;317.92
860;396.678;294.914
870;387.289;271.862
880;376.658;249.837
890;364.074;228.135
900;349.824;207.696
910;334.075;189.029
920;317.758;172.85
930;300.378;158.194
940;281.647;144.724
950;262.585;132.904
960;244.055;122.826
970;225.121;113.67
980;206.792;105.686
990;189.199;98.7289
1000;172.086;92.4485
1010;155.878;86.9845
1020;140.741;82.2709
1030;126.707;78.205
1040;113.785;74.7669
1050;101.879;72.0099
1060;91.3984;70.1528
1070;81.8941;69.4821
1080;73.461;72.1607
1090;-nan;-nan
