10;406.517;406.476;406.426
20;414.409;414.394;414.344
30;420.029;420.042;420.004
40;424.523;424.556;424.534
50;428.044;428.09;428.08
60;430.561;430.598;430.582
70;432.607;432.624;432.584
80;434.069;434.041;433.943
90;435.146;435.029;434.818
100;436.004;435.763;435.39
110;436.641;436.239;435.643
120;436.984;436.343;435.424
130;437.184;436.21;434.843
140;437.233;435.819;433.856
150;437.125;435.099;432.313
160;436.819;434.01;430.167
170;436.272;432.386;427.094
180;435.535;430.334;423.257
190;434.435;427.495;418.06
200;432.866;423.699;411.27
210;430.791;418.889;402.811
220;428.025;412.779;392.318
230;424.518;405.47;380.171
240;420;396.696;366.207
250;414.707;387.075;351.631
260;408.857;377.396;337.915
270;402.759;368.308;326.054
280;397.405;361.279;317.894
290;393.617;357.222;314.307
300;392.134;356.429;315.146
310;392.502;357.361;318.281
320;392.868;356.408;319.451
330;389.81;347.725;312.67
340;378.927;324.537;292.251
350;354.791;281.816;255.185
360;313.067;223.225;205.653
370;255.979;163.391;154.997
380;193.025;114.61;112.41
390;137.336;81.1149;81.7814
400;94.6661;59.8459;61.3251
410;65.8727;47.5381;48.8542
420;46.6912;42.9082;43.4419
430;-nan;-nan;-nan
