10;401.961;401.945;401.927;401.909;401.889
20;406.545;406.502;406.446;406.38;406.302
30;410.702;410.656;410.573;410.454;410.299
40;414.254;414.214;414.106;413.928;413.679
50;417.329;417.28;417.135;416.881;416.517
60;420.07;420.004;419.812;419.47;418.972
70;422.472;422.386;422.141;421.702;421.057
80;424.523;424.413;424.113;423.572;422.779
90;426.379;426.245;425.887;425.242;424.295
100;427.961;427.801;427.385;426.638;425.543
110;429.376;429.189;428.714;427.866;426.624
120;430.6;430.39;429.862;428.918;427.539
130;431.724;431.495;430.915;429.88;428.369
140;432.573;432.328;431.705;430.592;428.972
150;433.364;433.099;432.433;431.247;429.524
160;434.063;433.779;433.072;431.819;430.003
170;434.656;434.354;433.613;432.302;430.405
180;435.152;434.833;434.061;432.701;430.738
190;435.639;435.299;434.497;433.092;431.066
200;436.023;435.665;434.839;433.399;431.327
210;436.327;435.948;435.099;433.633;431.534
220;436.602;436.2;435.333;433.849;431.73
230;436.865;436.438;435.554;434.056;431.92
240;437.104;436.65;435.752;434.245;432.099
250;437.291;436.809;435.901;434.397;432.254
260;437.426;436.912;435.998;434.507;432.385
270;437.549;437;436.083;434.611;432.515
280;437.633;437.045;436.13;434.69;432.636
290;437.716;437.085;436.177;434.774;432.759
300;437.756;437.075;436.177;434.825;432.871
310;437.771;437.034;436.152;434.864;432.978
320;437.776;436.978;436.118;434.902;433.087
330;437.757;436.892;436.065;434.935;433.198
340;437.725;436.79;436.002;434.966;433.307
350;437.649;436.631;435.899;434.983;433.421
360;437.546;436.438;435.772;434.992;433.537
370;437.418;436.216;435.63;434.999;433.653
380;437.278;435.979;435.487;435.015;433.77
390;437.102;435.7;435.322;435.031;433.889
400;436.887;435.377;435.134;435.044;434.014
410;436.65;435.032;434.941;435.063;434.136
420;436.364;434.641;434.737;435.093;434.243
430;436.029;434.204;434.511;435.124;434.363
440;435.669;433.756;434.3;435.169;434.444
450;435.282;433.298;434.095;435.225;434.519
460;434.844;432.805;433.889;435.297;434.57
470;434.359;432.291;433.689;435.387;434.593
480;433.884;431.813;433.525;435.489;434.556
490;433.409;431.369;433.397;435.606;434.435
500;432.963;430.986;433.316;435.733;434.197
510;432.569;430.68;433.287;435.856;433.787
520;432.225;430.451;433.309;435.97;433.098
530;431.966;430.315;433.38;436.068;432.108
540;431.796;430.266;433.486;436.101;430.556
550;431.727;430.288;433.598;436.055;428.368
560;431.752;430.344;433.673;435.879;425.128
570;431.841;430.369;433.633;435.499;420.339
580;431.954;430.271;433.365;434.859;413.48
590;432.032;429.927;432.698;433.855;403.563
600;432.006;429.17;431.343;432.239;389.939
610;431.788;427.72;428.681;428.723;367.59
620;431.297;425.288;423.879;420.45;323.799
630;430.419;421.373;415.414;400.381;220.578
640;428.992;415.266;401.147;357.417;79.9907
650;426.85;406.246;379.115;286.853;29.6821
660;423.719;393.343;347.966;204.111;24.7479
670;419.343;376.077;309.417;136.007;22.4196
680;413.491;354.675;267.993;92.3521;18.1925
690;405.784;329.411;227.534;66.8279;14.2623
700;396.287;302.395;192.611;52.8628;11.6342
710;384.372;273.822;162.923;44.8596;10.3887
720;370.228;245.822;139.27;40.4336;10.5295
730;353.4;218.646;120.14;37.877;11.6699
740;334.367;193.591;104.943;36.2988;13.3487
750;313.395;171.085;92.9388;35.4646;15.429
760;290.671;150.963;83.2078;35.0101;17.6724
770;266.904;133.368;75.3066;34.7527;19.8689
780;243.245;118.397;68.9153;34.6021;21.9101
790;220.2;105.621;63.6156;34.4642;23.7237
800;197.187;94.1933;58.9236;34.2823;25.3542
810;175.607;84.5213;55.0157;34.1464;26.7992
820;155.506;76.1525;51.6101;33.9745;28.0338
830;136.537;68.7234;48.5622;33.7897;29.1274
840;119.438;62.3309;45.9051;33.6004;30.0625
850;104.148;56.8469;43.6243;33.4704;30.9224
860;90.1148;51.9666;41.5972;33.4077;31.7687
870;78.1633;47.9174;39.9347;33.4413;32.5866
880;67.7809;44.5402;38.6344;33.6742;33.5187
890;58.8183;41.7424;37.6651;34.1288;34.602
900;51.1539;39.5863;37.1627;35.0027;36.0347
910;44.5391;38.196;37.368;36.6565;38.1041
920;38.7616;-nan;-nan;-nan;-nan
930;-nan;-nan;-nan;-nan;-nan
