10;399.598;399.598;399.598;399.598;399.597
20;402.061;402.066;402.069;402.071;402.073
30;404.5;404.512;404.522;404.529;404.534
40;406.76;406.784;406.803;406.818;406.828
50;408.795;408.829;408.857;408.879;408.894
60;410.757;410.801;410.838;410.867;410.884
70;412.634;412.69;412.739;412.775;412.798
80;414.344;414.411;414.469;414.514;414.539
90;415.993;416.072;416.14;416.191;416.22
100;417.501;417.594;417.674;417.734;417.766
110;418.861;418.965;419.056;419.123;419.158
120;420.162;420.275;420.375;420.448;420.484
130;421.396;421.515;421.621;421.699;421.735
140;422.542;422.666;422.778;422.86;422.896
150;423.646;423.773;423.89;423.975;424.009
160;424.632;424.761;424.882;424.969;425.001
170;425.57;425.7;425.823;425.911;425.94
180;426.448;426.577;426.701;426.79;426.815
190;427.278;427.406;427.531;427.619;427.639
200;428.022;428.148;428.273;428.359;428.375
210;428.73;428.852;428.976;429.06;429.071
220;429.388;429.506;429.627;429.709;429.714
230;429.986;430.098;430.216;430.295;430.293
240;430.578;430.683;430.796;430.87;430.862
250;431.135;431.233;431.342;431.411;431.396
260;431.644;431.736;431.84;431.905;431.883
270;432.103;432.188;432.287;432.346;432.317
280;432.568;432.646;432.738;432.792;432.755
290;432.969;433.04;433.127;433.174;433.13
300;433.358;433.42;433.5;433.541;433.49
310;433.747;433.802;433.873;433.907;433.847
320;434.081;434.128;434.193;434.22;434.153
330;434.366;434.406;434.464;434.485;434.411
340;434.64;434.673;434.723;434.737;434.656
350;434.908;434.931;434.973;434.979;434.891
360;435.17;435.184;435.216;435.214;435.118
370;435.404;435.409;435.433;435.423;435.319
380;435.608;435.603;435.618;435.6;435.489
390;435.822;435.808;435.814;435.787;435.67
400;436.001;435.977;435.973;435.938;435.814
410;436.174;436.14;436.125;436.082;435.95
420;436.328;436.283;436.258;436.206;436.068
430;436.466;436.411;436.376;436.315;436.171
440;436.581;436.514;436.469;436.399;436.249
450;436.717;436.637;436.58;436.501;436.345
460;436.845;436.753;436.684;436.595;436.433
470;436.958;436.852;436.771;436.673;436.505
480;437.062;436.943;436.85;436.742;436.567
490;437.152;437.019;436.913;436.795;436.614
500;437.226;437.081;436.964;436.838;436.652
510;437.29;437.129;436.998;436.862;436.671
520;437.358;437.182;437.038;436.891;436.695
530;437.411;437.219;437.062;436.907;436.706
540;437.482;437.271;437.1;436.933;436.726
550;437.524;437.297;437.111;436.935;436.724
560;437.565;437.319;437.12;436.934;436.718
