10;406.517;406.476
20;414.409;414.394
30;420.029;420.042
40;424.523;424.556
50;428.044;428.09
60;430.561;430.598
70;432.607;432.624
80;434.069;434.041
90;435.146;435.029
100;436.004;435.763
110;436.641;436.239
120;436.984;436.343
130;437.184;436.21
140;437.233;435.819
150;437.125;435.099
160;436.819;434.01
170;436.272;432.386
180;435.535;430.334
190;434.435;427.495
200;432.866;423.699
210;430.791;418.889
220;428.025;412.779
230;424.518;405.47
240;420;396.696
250;414.707;387.075
260;408.857;377.396
270;402.759;368.308
280;397.405;361.279
290;393.617;357.222
300;392.134;356.429
310;392.502;357.361
320;392.868;356.408
330;389.81;347.725
340;378.927;324.537
350;354.791;281.816
360;313.067;223.225
370;255.979;163.391
380;193.025;114.61
390;137.336;81.1149
400;94.6661;59.8459
410;65.8727;47.5381
420;46.6912;42.9082
430;-nan;-nan
