10;411.508;411.398;411.255;411.082;410.885
20;420.983;420.771;420.396;419.873;419.227
30;427.326;426.972;426.295;425.318;424.107
40;431.37;430.889;429.935;428.55;426.849
50;434.149;433.544;432.355;430.645;428.571
60;435.565;434.804;433.446;431.583;429.382
70;436.473;435.465;433.983;432.109;429.941
80;436.761;435.38;433.871;432.229;430.34
90;436.681;434.755;433.376;432.234;430.789
100;436.082;433.385;432.416;432.144;431.317
110;434.564;430.74;430.782;431.999;431.957
120;431.772;426.372;428.43;431.916;432.685
130;426.574;419.025;424.994;431.937;433.359
140;416.294;405.731;419.544;432.097;433.758
150;395.642;381.111;410.536;432.361;433.412
160;348.291;328.817;392.686;432.489;431.475
170;240.679;218.929;351.709;431.567;428.173
180;70.0262;59.6083;248.268;426.156;425.076
190;15.8637;17.0611;78.9542;401.9;424.909
200;61.05;63.7667;12.2;315.841;428.535
210;90.3776;94.5049;32.2069;152.476;432.011
220;93.7894;100.456;48.5914;44.0531;410.73
230;83.5793;92.3774;51.4569;15.4065;309.459
