10;399.598;399.598;399.598;399.598
20;402.061;402.066;402.069;402.071
30;404.5;404.512;404.522;404.529
40;406.76;406.784;406.803;406.818
50;408.795;408.829;408.857;408.879
60;410.757;410.801;410.838;410.867
70;412.634;412.69;412.739;412.775
80;414.344;414.411;414.469;414.514
90;415.993;416.072;416.14;416.191
100;417.501;417.594;417.674;417.734
110;418.861;418.965;419.056;419.123
120;420.162;420.275;420.375;420.448
130;421.396;421.515;421.621;421.699
140;422.542;422.666;422.778;422.86
150;423.646;423.773;423.89;423.975
160;424.632;424.761;424.882;424.969
170;425.57;425.7;425.823;425.911
180;426.448;426.577;426.701;426.79
190;427.278;427.406;427.531;427.619
200;428.022;428.148;428.273;428.359
210;428.73;428.852;428.976;429.06
220;429.388;429.506;429.627;429.709
230;429.986;430.098;430.216;430.295
240;430.578;430.683;430.796;430.87
250;431.135;431.233;431.342;431.411
260;431.644;431.736;431.84;431.905
270;432.103;432.188;432.287;432.346
280;432.568;432.646;432.738;432.792
290;432.969;433.04;433.127;433.174
300;433.358;433.42;433.5;433.541
310;433.747;433.802;433.873;433.907
320;434.081;434.128;434.193;434.22
330;434.366;434.406;434.464;434.485
340;434.64;434.673;434.723;434.737
350;434.908;434.931;434.973;434.979
360;435.17;435.184;435.216;435.214
370;435.404;435.409;435.433;435.423
380;435.608;435.603;435.618;435.6
390;435.822;435.808;435.814;435.787
400;436.001;435.977;435.973;435.938
410;436.174;436.14;436.125;436.082
420;436.328;436.283;436.258;436.206
430;436.466;436.411;436.376;436.315
440;436.581;436.514;436.469;436.399
450;436.717;436.637;436.58;436.501
460;436.845;436.753;436.684;436.595
470;436.958;436.852;436.771;436.673
480;437.062;436.943;436.85;436.742
490;437.152;437.019;436.913;436.795
500;437.226;437.081;436.964;436.838
510;437.29;437.129;436.998;436.862
520;437.358;437.182;437.038;436.891
530;437.411;437.219;437.062;436.907
540;437.482;437.271;437.1;436.933
550;437.524;437.297;437.111;436.935
560;437.565;437.319;437.12;436.934
570;437.601;437.338;437.125;436.93
580;437.633;437.349;437.121;436.916
590;437.672;437.369;437.126;436.911
600;437.707;437.383;437.124;436.899
610;437.735;437.389;437.115;436.88
620;437.761;437.391;437.101;436.857
630;437.781;437.388;437.082;436.828
640;437.798;437.381;437.06;436.796
650;437.81;437.369;437.031;436.758
660;437.814;437.347;436.993;436.712
670;437.819;437.328;436.959;436.67
680;437.824;437.306;436.922;436.625
690;437.815;437.272;436.873;436.568
700;437.808;437.238;436.825;436.513
710;437.79;437.192;436.764;436.446
720;437.772;437.147;436.705;436.382
730;437.758;437.104;436.649;436.32
740;437.744;437.065;436.598;436.265
750;437.719;437.015;436.537;436.201
760;437.692;436.963;436.475;436.136
770;437.664;436.911;436.413;436.073
780;437.63;436.854;436.349;436.008
790;437.599;436.802;436.291;435.95
800;437.562;436.745;436.228;435.889
