10;401.961;401.945;401.927;401.909
20;406.545;406.502;406.446;406.38
30;410.702;410.656;410.573;410.454
40;414.254;414.214;414.106;413.928
50;417.329;417.28;417.135;416.881
60;420.07;420.004;419.812;419.47
70;422.472;422.386;422.141;421.702
80;424.523;424.413;424.113;423.572
90;426.379;426.245;425.887;425.242
100;427.961;427.801;427.385;426.638
110;429.376;429.189;428.714;427.866
120;430.6;430.39;429.862;428.918
130;431.724;431.495;430.915;429.88
140;432.573;432.328;431.705;430.592
150;433.364;433.099;432.433;431.247
160;434.063;433.779;433.072;431.819
170;434.656;434.354;433.613;432.302
180;435.152;434.833;434.061;432.701
190;435.639;435.299;434.497;433.092
200;436.023;435.665;434.839;433.399
210;436.327;435.948;435.099;433.633
220;436.602;436.2;435.333;433.849
230;436.865;436.438;435.554;434.056
240;437.104;436.65;435.752;434.245
250;437.291;436.809;435.901;434.397
260;437.426;436.912;435.998;434.507
270;437.549;437;436.083;434.611
280;437.633;437.045;436.13;434.69
290;437.716;437.085;436.177;434.774
300;437.756;437.075;436.177;434.825
310;437.771;437.034;436.152;434.864
320;437.776;436.978;436.118;434.902
330;437.757;436.892;436.065;434.935
340;437.725;436.79;436.002;434.966
350;437.649;436.631;435.899;434.983
360;437.546;436.438;435.772;434.992
370;437.418;436.216;435.63;434.999
380;437.278;435.979;435.487;435.015
390;437.102;435.7;435.322;435.031
400;436.887;435.377;435.134;435.044
410;436.65;435.032;434.941;435.063
420;436.364;434.641;434.737;435.093
430;436.029;434.204;434.511;435.124
440;435.669;433.756;434.3;435.169
450;435.282;433.298;434.095;435.225
460;434.844;432.805;433.889;435.297
470;434.359;432.291;433.689;435.387
480;433.884;431.813;433.525;435.489
490;433.409;431.369;433.397;435.606
500;432.963;430.986;433.316;435.733
510;432.569;430.68;433.287;435.856
520;432.225;430.451;433.309;435.97
530;431.966;430.315;433.38;436.068
540;431.796;430.266;433.486;436.101
550;431.727;430.288;433.598;436.055
560;431.752;430.344;433.673;435.879
570;431.841;430.369;433.633;435.499
580;431.954;430.271;433.365;434.859
590;432.032;429.927;432.698;433.855
600;432.006;429.17;431.343;432.239
610;431.788;427.72;428.681;428.723
620;431.297;425.288;423.879;420.45
630;430.419;421.373;415.414;400.381
640;428.992;415.266;401.147;357.417
650;426.85;406.246;379.115;286.853
660;423.719;393.343;347.966;204.111
670;419.343;376.077;309.417;136.007
680;413.491;354.675;267.993;92.3521
690;405.784;329.411;227.534;66.8279
700;396.287;302.395;192.611;52.8628
710;384.372;273.822;162.923;44.8596
720;370.228;245.822;139.27;40.4336
730;353.4;218.646;120.14;37.877
740;334.367;193.591;104.943;36.2988
750;313.395;171.085;92.9388;35.4646
760;290.671;150.963;83.2078;35.0101
770;266.904;133.368;75.3066;34.7527
780;243.245;118.397;68.9153;34.6021
790;220.2;105.621;63.6156;34.4642
800;197.187;94.1933;58.9236;34.2823
810;175.607;84.5213;55.0157;34.1464
820;155.506;76.1525;51.6101;33.9745
830;136.537;68.7234;48.5622;33.7897
840;119.438;62.3309;45.9051;33.6004
850;104.148;56.8469;43.6243;33.4704
860;90.1148;51.9666;41.5972;33.4077
870;78.1633;47.9174;39.9347;33.4413
880;67.7809;44.5402;38.6344;33.6742
890;58.8183;41.7424;37.6651;34.1288
900;51.1539;39.5863;37.1627;35.0027
910;44.5391;38.196;37.368;36.6565
920;38.7616;-nan;-nan;-nan
930;-nan;-nan;-nan;-nan
