10;406.517;406.476;406.426;406.364
20;414.409;414.394;414.344;414.246
30;420.029;420.042;420.004;419.883
40;424.523;424.556;424.534;424.394
50;428.044;428.09;428.08;427.923
60;430.561;430.598;430.582;430.396
70;432.607;432.624;432.584;432.354
80;434.069;434.041;433.943;433.643
90;435.146;435.029;434.818;434.396
100;436.004;435.763;435.39;434.803
110;436.641;436.239;435.643;434.828
120;436.984;436.343;435.424;434.281
130;437.184;436.21;434.843;433.248
140;437.233;435.819;433.856;431.652
150;437.125;435.099;432.313;429.268
160;436.819;434.01;430.167;426.032
170;436.272;432.386;427.094;421.46
180;435.535;430.334;423.257;415.762
190;434.435;427.495;418.06;408.107
200;432.866;423.699;411.27;398.237
210;430.791;418.889;402.811;386.079
220;428.025;412.779;392.318;371.276
230;424.518;405.47;380.171;354.583
240;420;396.696;366.207;336.074
250;414.707;387.075;351.631;317.568
260;408.857;377.396;337.915;301.125
270;402.759;368.308;326.054;287.94
280;397.405;361.279;317.894;279.922
290;393.617;357.222;314.307;277.764
300;392.134;356.429;315.146;280.873
310;392.502;357.361;318.281;286.811
320;392.868;356.408;319.451;291.085
330;389.81;347.725;312.67;287.944
340;378.927;324.537;292.251;272.589
350;354.791;281.816;255.185;242.68
360;313.067;223.225;205.653;201.367
370;255.979;163.391;154.997;157.087
380;193.025;114.61;112.41;117.486
390;137.336;81.1149;81.7814;87.0824
400;94.6661;59.8459;61.3251;65.4732
410;65.8727;47.5381;48.8542;51.4525
420;46.6912;42.9082;43.4419;44.0769
430;-nan;-nan;-nan;-nan
