10;401.961;401.945
20;406.545;406.502
30;410.702;410.656
40;414.254;414.214
50;417.329;417.28
60;420.07;420.004
70;422.472;422.386
80;424.523;424.413
90;426.379;426.245
100;427.961;427.801
110;429.376;429.189
120;430.6;430.39
130;431.724;431.495
140;432.573;432.328
150;433.364;433.099
160;434.063;433.779
170;434.656;434.354
180;435.152;434.833
190;435.639;435.299
200;436.023;435.665
210;436.327;435.948
220;436.602;436.2
230;436.865;436.438
240;437.104;436.65
250;437.291;436.809
260;437.426;436.912
270;437.549;437
280;437.633;437.045
290;437.716;437.085
300;437.756;437.075
310;437.771;437.034
320;437.776;436.978
330;437.757;436.892
340;437.725;436.79
350;437.649;436.631
360;437.546;436.438
370;437.418;436.216
380;437.278;435.979
390;437.102;435.7
400;436.887;435.377
410;436.65;435.032
420;436.364;434.641
430;436.029;434.204
440;435.669;433.756
450;435.282;433.298
460;434.844;432.805
470;434.359;432.291
480;433.884;431.813
490;433.409;431.369
500;432.963;430.986
510;432.569;430.68
520;432.225;430.451
530;431.966;430.315
540;431.796;430.266
550;431.727;430.288
560;431.752;430.344
570;431.841;430.369
580;431.954;430.271
590;432.032;429.927
600;432.006;429.17
610;431.788;427.72
620;431.297;425.288
630;430.419;421.373
640;428.992;415.266
650;426.85;406.246
660;423.719;393.343
670;419.343;376.077
680;413.491;354.675
690;405.784;329.411
700;396.287;302.395
710;384.372;273.822
720;370.228;245.822
730;353.4;218.646
740;334.367;193.591
750;313.395;171.085
760;290.671;150.963
770;266.904;133.368
780;243.245;118.397
790;220.2;105.621
800;197.187;94.1933
810;175.607;84.5213
820;155.506;76.1525
830;136.537;68.7234
840;119.438;62.3309
850;104.148;56.8469
860;90.1148;51.9666
870;78.1633;47.9174
880;67.7809;44.5402
890;58.8183;41.7424
900;51.1539;39.5863
910;44.5391;38.196
920;38.7616;-nan
930;-nan;-nan
