10;411.508;411.398;411.255;411.082
20;420.983;420.771;420.396;419.873
30;427.326;426.972;426.295;425.318
40;431.37;430.889;429.935;428.55
50;434.149;433.544;432.355;430.645
60;435.565;434.804;433.446;431.583
70;436.473;435.465;433.983;432.109
80;436.761;435.38;433.871;432.229
90;436.681;434.755;433.376;432.234
100;436.082;433.385;432.416;432.144
110;434.564;430.74;430.782;431.999
120;431.772;426.372;428.43;431.916
130;426.574;419.025;424.994;431.937
140;416.294;405.731;419.544;432.097
150;395.642;381.111;410.536;432.361
160;348.291;328.817;392.686;432.489
170;240.679;218.929;351.709;431.567
180;70.0262;59.6083;248.268;426.156
190;15.8637;17.0611;78.9542;401.9
200;61.05;63.7667;12.2;315.841
210;90.3776;94.5049;32.2069;152.476
220;93.7894;100.456;48.5914;44.0531
230;83.5793;92.3774;51.4569;15.4065
240;68.3205;77.267;47.2737;13.1629
250;53.4829;59.7876;41.9089;17.4865
260;-nan;-nan;-nan;-nan
